Product,Date,Quantity Sold,Price,Revenue,Location,Category
Product_13,2024-03-11,13,376.95,4900.35,Chennai,Stationery
Product_28,2024-05-31,18,313.74,5647.32,Bangalore,Fashion
Product_5,2024-06-26,10,215.08,2150.8,Hyderabad,Stationery
Product_14,2024-05-16,6,94.08,564.48,Chennai,Groceries
Product_26,2024-06-09,8,401.99,3215.92,Bangalore,Fashion
Product_18,2024-05-19,7,130.53,913.71,Mumbai,Groceries
Product_7,2024-05-14,7,74.49,521.43,Chennai,Beauty
Product_3,2024-03-02,17,345.8,5878.6,Hyderabad,Fashion
Product_20,2024-02-06,19,454.83,8641.77,Bangalore,Fashion
Product_10,2024-02-25,6,492.55,2955.3,Delhi,Electronics
Product_3,2024-02-27,2,282.16,564.32,Hyderabad,Fashion
Product_8,2024-03-05,1,163.21,163.21,Mumbai,Beauty
Product_7,2024-05-29,7,207.48,1452.36,Hyderabad,Groceries
Product_4,2024-06-01,17,239.84,4077.28,Bangalore,Beauty
Product_21,2024-03-19,1,224.27,224.27,Mumbai,Fashion
Product_4,2024-02-29,2,195.96,391.92,Bangalore,Beauty
Product_36,2024-01-26,8,225.74,1805.92,Bangalore,Groceries
Product_10,2024-01-29,9,66.63,599.67,Hyderabad,Electronics
Product_40,2024-01-09,15,340.12,5101.8,Hyderabad,Stationery
Product_22,2024-05-20,10,77.12,771.2,Hyderabad,Groceries
Product_46,2024-03-14,8,306.78,2454.24,Hyderabad,Electronics
Product_20,2024-05-22,14,310.82,4351.48,Delhi,Fashion
Product_37,2024-06-19,19,418.89,7958.91,Bangalore,Stationery
Product_1,2024-01-19,1,252.51,252.51,Chennai,Stationery
Product_50,2024-04-20,17,113.86,1935.62,Hyderabad,Groceries
Product_6,2024-01-13,8,120.72,965.76,Delhi,Electronics
Product_31,2024-02-04,7,171.73,1202.11,Delhi,Beauty
Product_39,2024-05-08,10,273.9,2739.0,Chennai,Fashion
Product_47,2024-01-01,8,221.92,1775.36,Hyderabad,Groceries
Product_41,2024-05-09,10,182.08,1820.8,Delhi,Groceries
Product_45,2024-06-20,10,272.61,2726.1,Mumbai,Stationery
Product_27,2024-05-09,3,482.09,1446.27,Mumbai,Electronics
Product_2,2024-05-02,1,426.29,426.29,Delhi,Stationery
Product_40,2024-01-23,4,151.16,604.64,Delhi,Fashion
Product_19,2024-02-13,14,428.08,5993.12,Delhi,Fashion
Product_13,2024-04-23,1,187.18,187.18,Chennai,Stationery
Product_14,2024-05-20,11,495.02,5445.22,Bangalore,Groceries
Product_2,2024-02-13,19,226.57,4304.83,Chennai,Electronics
Product_16,2024-01-18,13,411.76,5352.88,Bangalore,Stationery
Product_33,2024-06-15,14,370.07,5180.98,Chennai,Stationery
Product_49,2024-02-02,13,228.44,2969.72,Delhi,Stationery
Product_37,2024-06-25,5,450.47,2252.35,Hyderabad,Stationery
Product_36,2024-04-13,3,372.79,1118.37,Mumbai,Stationery
Product_43,2024-03-26,13,232.27,3019.51,Mumbai,Stationery
Product_35,2024-01-29,15,194.87,2923.05,Bangalore,Groceries
Product_28,2024-02-03,7,470.17,3291.19,Hyderabad,Stationery
Product_43,2024-01-14,17,260.63,4430.71,Hyderabad,Groceries
Product_5,2024-03-23,11,327.11,3598.21,Bangalore,Beauty
Product_34,2024-01-18,7,444.5,3111.5,Mumbai,Beauty
Product_24,2024-05-28,13,429.27,5580.51,Chennai,Electronics
Product_26,2024-02-08,9,253.4,2280.6,Delhi,Fashion
Product_49,2024-03-03,19,50.85,966.15,Chennai,Electronics
Product_1,2024-05-23,4,131.22,524.88,Hyderabad,Beauty
Product_11,2024-01-20,15,69.75,1046.25,Chennai,Electronics
Product_18,2024-01-08,15,206.77,3101.55,Mumbai,Electronics
Product_10,2024-06-17,19,335.59,6376.21,Delhi,Beauty
Product_9,2024-03-16,2,178.91,357.82,Delhi,Electronics
Product_14,2024-06-18,10,216.67,2166.7,Hyderabad,Fashion
Product_35,2024-03-27,5,109.52,547.6,Chennai,Beauty
Product_26,2024-06-11,10,153.84,1538.4,Delhi,Groceries
Product_4,2024-02-25,1,328.16,328.16,Hyderabad,Fashion
Product_13,2024-02-16,13,365.32,4749.16,Delhi,Beauty
Product_29,2024-02-26,5,319.5,1597.5,Mumbai,Fashion
Product_7,2024-02-26,12,143.22,1718.64,Mumbai,Fashion
Product_24,2024-02-26,20,407.87,8157.4,Hyderabad,Stationery
Product_29,2024-02-11,20,401.1,8022.0,Mumbai,Fashion
Product_8,2024-02-14,11,174.49,1919.39,Mumbai,Beauty
Product_24,2024-05-02,20,219.18,4383.6,Hyderabad,Fashion
Product_22,2024-05-18,14,134.53,1883.42,Mumbai,Stationery
Product_26,2024-04-10,8,493.24,3945.92,Mumbai,Groceries
Product_1,2024-05-26,2,61.23,122.46,Chennai,Fashion
Product_35,2024-03-18,8,269.44,2155.52,Hyderabad,Beauty
Product_22,2024-06-03,8,457.3,3658.4,Bangalore,Stationery
Product_14,2024-05-13,12,359.44,4313.28,Chennai,Beauty
Product_33,2024-04-02,1,198.69,198.69,Hyderabad,Fashion
Product_1,2024-06-01,17,265.49,4513.33,Chennai,Electronics
Product_41,2024-06-20,17,236.36,4018.12,Bangalore,Fashion
Product_7,2024-04-20,12,299.47,3593.64,Mumbai,Electronics
Product_28,2024-06-21,11,417.77,4595.47,Bangalore,Electronics
Product_9,2024-06-25,1,218.34,218.34,Chennai,Beauty
Product_36,2024-01-21,1,252.73,252.73,Hyderabad,Fashion
Product_4,2024-01-04,6,493.62,2961.72,Chennai,Electronics
Product_29,2024-04-20,1,67.06,67.06,Bangalore,Fashion
Product_44,2024-01-20,11,116.6,1282.6,Bangalore,Electronics
Product_4,2024-01-14,4,135.91,543.64,Bangalore,Fashion
Product_8,2024-04-14,2,65.01,130.02,Delhi,Electronics
Product_41,2024-03-15,15,449.07,6736.05,Bangalore,Groceries
Product_15,2024-03-08,2,477.83,955.66,Mumbai,Stationery
Product_31,2024-05-29,4,289.84,1159.36,Chennai,Groceries
Product_8,2024-06-15,4,223.3,893.2,Chennai,Groceries
Product_37,2024-03-18,1,250.91,250.91,Chennai,Fashion
Product_3,2024-04-01,18,69.32,1247.76,Delhi,Fashion
Product_19,2024-01-21,8,439.35,3514.8,Chennai,Fashion
Product_35,2024-05-16,18,333.97,6011.46,Hyderabad,Groceries
Product_42,2024-02-21,7,497.06,3479.42,Hyderabad,Groceries
Product_45,2024-01-29,15,307.44,4611.6,Bangalore,Fashion
Product_38,2024-06-08,6,394.3,2365.8,Delhi,Electronics
Product_43,2024-05-14,19,70.85,1346.15,Chennai,Stationery
Product_45,2024-05-30,10,424.7,4247.0,Delhi,Fashion
Product_42,2024-02-27,6,69.24,415.44,Mumbai,Beauty
Product_27,2024-03-10,1,266.04,266.04,Delhi,Fashion
Product_33,2024-04-28,19,164.5,3125.5,Bangalore,Electronics
Product_6,2024-04-27,1,261.02,261.02,Delhi,Electronics
Product_48,2024-05-17,14,298.22,4175.08,Bangalore,Beauty
Product_2,2024-02-06,2,243.15,486.3,Hyderabad,Groceries
Product_25,2024-04-01,16,283.57,4537.12,Chennai,Beauty
Product_41,2024-01-29,5,446.24,2231.2,Delhi,Beauty
Product_18,2024-02-22,20,103.38,2067.6,Chennai,Stationery
Product_28,2024-04-08,18,271.11,4879.98,Mumbai,Fashion
Product_9,2024-01-01,12,423.7,5084.4,Bangalore,Fashion
Product_40,2024-06-17,19,99.99,1899.81,Hyderabad,Electronics
Product_12,2024-06-27,3,231.13,693.39,Delhi,Electronics
Product_9,2024-06-07,19,70.16,1333.04,Bangalore,Fashion
Product_33,2024-04-05,20,131.89,2637.8,Hyderabad,Groceries
Product_44,2024-01-17,20,194.62,3892.4,Bangalore,Groceries
Product_22,2024-05-02,19,410.96,7808.24,Mumbai,Stationery
Product_15,2024-05-17,19,404.22,7680.18,Chennai,Beauty
Product_14,2024-04-27,9,386.26,3476.34,Bangalore,Electronics
Product_37,2024-05-18,20,479.88,9597.6,Bangalore,Beauty
Product_45,2024-03-15,12,413.46,4961.52,Mumbai,Groceries
Product_45,2024-04-04,14,189.98,2659.72,Chennai,Groceries
Product_41,2024-01-30,2,397.41,794.82,Mumbai,Stationery
Product_29,2024-01-07,18,265.94,4786.92,Delhi,Electronics
Product_14,2024-01-02,5,231.08,1155.4,Chennai,Stationery
Product_24,2024-03-22,13,469.02,6097.26,Bangalore,Electronics
Product_36,2024-01-01,14,192.55,2695.7,Mumbai,Fashion
Product_36,2024-05-29,1,296.25,296.25,Delhi,Groceries
Product_33,2024-02-10,11,337.41,3711.51,Delhi,Beauty
Product_8,2024-03-04,5,72.99,364.95,Mumbai,Electronics
Product_4,2024-02-29,2,195.96,391.92,Bangalore,Beauty
Product_3,2024-05-09,18,109.16,1964.88,Hyderabad,Stationery
Product_34,2024-06-24,10,222.98,2229.8,Hyderabad,Stationery
Product_23,2024-06-22,9,294.75,2652.75,Chennai,Groceries
Product_46,2024-03-16,15,128.31,1924.65,Delhi,Electronics
Product_37,2024-05-14,5,309.95,1549.75,Chennai,Beauty
Product_5,2024-01-03,13,399.48,5193.24,Bangalore,Groceries
Product_8,2024-06-11,10,404.85,4048.5,Mumbai,Beauty
Product_19,2024-04-30,9,107.65,968.85,Hyderabad,Groceries
Product_48,2024-02-08,12,225.84,2710.08,Delhi,Groceries
Product_39,2024-03-13,14,296.79,4155.06,Delhi,Stationery
Product_9,2024-02-07,9,89.07,801.63,Hyderabad,Electronics
Product_8,2024-06-09,12,106.01,1272.12,Delhi,Fashion
Product_11,2024-04-27,13,266.15,3459.95,Delhi,Stationery
Product_38,2024-01-16,3,243.42,730.26,Hyderabad,Beauty
Product_50,2024-02-25,10,260.68,2606.8,Delhi,Stationery
Product_32,2024-06-07,9,270.44,2433.96,Delhi,Groceries
Product_3,2024-03-29,17,264.67,4499.39,Delhi,Fashion
Product_11,2024-04-26,8,271.46,2171.68,Delhi,Groceries
Product_31,2024-02-08,14,185.1,2591.4,Bangalore,Fashion
Product_29,2024-03-17,12,89.7,1076.4,Delhi,Beauty
Product_37,2024-04-15,10,495.82,4958.2,Bangalore,Fashion
Product_37,2024-02-20,7,436.48,3055.36,Chennai,Fashion
Product_42,2024-06-15,11,337.47,3712.17,Delhi,Fashion
Product_1,2024-06-24,13,194.52,2528.76,Delhi,Beauty
Product_9,2024-06-25,1,218.34,218.34,Chennai,Beauty
Product_4,2024-01-06,19,329.17,6254.23,Mumbai,Fashion
Product_20,2024-01-08,5,159.84,799.2,Chennai,Beauty
Product_26,2024-05-04,8,162.42,1299.36,Delhi,Electronics
Product_23,2024-01-05,1,471.29,471.29,Chennai,Stationery
Product_28,2024-01-23,6,333.64,2001.84,Hyderabad,Groceries
Product_17,2024-03-06,13,278.79,3624.27,Hyderabad,Beauty
Product_26,2024-03-30,7,308.97,2162.79,Mumbai,Electronics
,,,,,,
Product_33,2024-03-21,12,106.04,1272.48,Hyderabad,Fashion
Product_30,2024-02-17,16,314.53,5032.48,Mumbai,Electronics
Product_6,2024-06-14,3,243.82,731.46,Hyderabad,Beauty
Product_6,2024-05-11,2,257.5,515.0,Bangalore,Groceries
Product_25,2024-03-03,19,310.2,5893.8,Hyderabad,Stationery
Product_10,2024-02-24,13,365.82,4755.66,Delhi,Fashion
Product_33,2024-01-31,8,338.12,2704.96,Mumbai,Groceries
Product_2,2024-05-16,1,480.23,480.23,Delhi,Fashion
Product_18,2024-02-09,11,294.24,3236.64,Bangalore,Stationery
Product_18,2024-04-08,19,460.74,8754.06,Delhi,Beauty
Product_35,2024-05-20,10,478.22,4782.2,Chennai,Electronics
Product_20,2024-06-18,5,175.68,878.4,Hyderabad,Beauty
Product_3,2024-04-21,16,254.07,4065.12,Bangalore,Stationery
Product_27,2024-03-18,20,149.87,2997.4,Mumbai,Beauty
Product_50,2024-06-20,7,370.4,2592.8,Mumbai,Fashion
Product_22,2024-02-14,4,290.64,1162.56,Mumbai,Beauty
Product_13,2024-03-07,1,146.24,146.24,Chennai,Groceries
Product_49,2024-05-10,13,423.11,5500.43,Delhi,Stationery
Product_3,2024-06-19,8,323.55,2588.4,Hyderabad,Beauty
Product_29,2024-06-15,9,189.78,1708.02,Bangalore,Fashion
Product_3,2024-06-18,16,477.15,7634.4,Chennai,Fashion
Product_29,2024-03-21,7,481.71,3371.97,Delhi,Groceries
Product_2,2024-03-11,1,110.7,110.7,Mumbai,Stationery
Product_29,2024-03-03,5,379.69,1898.45,Delhi,Groceries
Product_37,2024-01-01,13,358.83,4664.79,Mumbai,Fashion
Product_15,2024-02-26,18,259.13,4664.34,Mumbai,Stationery
Product_16,2024-04-28,13,367.16,4773.08,Chennai,Electronics
Product_19,2024-06-29,19,237.36,4509.84,Delhi,Beauty
Product_18,2024-03-04,2,197.27,394.54,Mumbai,Electronics
Product_48,2024-02-13,15,139.35,2090.25,Hyderabad,Beauty
Product_40,2024-06-14,7,397.43,2782.01,Hyderabad,Beauty
Product_40,2024-05-27,17,327.25,5563.25,Delhi,Electronics
Product_38,2024-04-17,7,235.38,1647.66,Hyderabad,Fashion
Product_40,2024-04-15,4,174.3,697.2,Bangalore,Groceries
Product_7,2024-03-12,6,385.74,2314.44,Hyderabad,Beauty
Product_48,2024-02-08,12,225.84,2710.08,Delhi,Groceries
Product_16,2024-03-02,7,207.95,1455.65,Mumbai,Beauty
Product_33,2024-02-05,4,136.54,546.16,Chennai,Beauty
Product_49,2024-03-09,10,332.09,3320.9,Bangalore,Beauty
Product_9,2024-02-20,10,164.05,1640.5,Chennai,Electronics
Product_25,2024-02-06,18,466.53,8397.54,Delhi,Groceries
Product_23,2024-04-21,10,434.38,4343.8,Mumbai,Electronics
Product_39,2024-02-22,9,191.5,1723.5,Mumbai,Fashion
Product_23,2024-05-29,15,211.81,3177.15,Chennai,Electronics
Product_31,2024-05-25,19,68.39,1299.41,Delhi,Stationery
Product_2,2024-01-06,8,383.79,3070.32,Mumbai,Stationery
Product_25,2024-05-07,19,230.52,4379.88,Chennai,Electronics
Product_7,2024-05-09,7,310.48,2173.36,Hyderabad,Fashion
Product_38,2024-05-09,14,66.81,935.34,Chennai,Groceries
Product_1,2024-06-11,11,484.47,5329.17,Delhi,Beauty
Product_11,2024-02-03,10,95.52,955.2,Delhi,Electronics
Product_13,2024-01-12,1,486.81,486.81,Delhi,Electronics
Product_7,2024-06-03,11,148.01,1628.11,Mumbai,Electronics
Product_38,2024-03-28,18,177.46,3194.28,Hyderabad,Groceries
Product_9,2024-02-06,6,83.62,501.72,Delhi,Electronics
Product_26,2024-01-19,3,398.39,1195.17,Bangalore,Fashion
Product_15,2024-01-15,15,65.47,982.05,Bangalore,Stationery
Product_31,2024-01-24,7,273.57,1914.99,Mumbai,Beauty
Product_14,2024-05-01,9,65.23,587.07,Mumbai,Electronics
Product_17,2024-06-03,12,404.6,4855.2,Bangalore,Electronics
Product_15,2024-03-30,8,458.88,3671.04,Delhi,Beauty
Product_43,2024-01-02,14,222.08,3109.12,Delhi,Groceries
Product_24,2024-02-11,7,224.93,1574.51,Hyderabad,Beauty
Product_38,2024-03-07,17,185.64,3155.88,Chennai,Groceries
Product_26,2024-03-07,8,215.93,1727.44,Chennai,Beauty
Product_12,2024-04-23,19,420.38,7987.22,Mumbai,Beauty
Product_9,2024-05-21,13,304.37,3956.81,Delhi,Beauty
Product_20,2024-06-18,7,330.08,2310.56,Hyderabad,Fashion
Product_46,2024-01-20,6,212.76,1276.56,Chennai,Beauty
Product_3,2024-03-14,11,89.75,987.25,Chennai,Fashion
Product_40,2024-01-21,2,315.71,631.42,Delhi,Electronics
Product_50,2024-03-02,8,95.95,767.6,Hyderabad,Electronics
Product_40,2024-02-14,14,212.47,2974.58,Chennai,Groceries
Product_26,2024-02-07,3,167.81,503.43,Bangalore,Groceries
Product_4,2024-01-29,14,187.75,2628.5,Mumbai,Groceries
Product_47,2024-06-17,20,402.91,8058.2,Delhi,Stationery
Product_12,2024-05-14,13,466.13,6059.69,Bangalore,Fashion
Product_41,2024-01-19,10,200.46,2004.6,Bangalore,Groceries
Product_49,2024-03-18,13,66.29,861.77,Mumbai,Stationery
Product_17,2024-02-14,9,263.34,2370.06,Hyderabad,Fashion
Product_28,2024-05-09,13,198.66,2582.58,Bangalore,Beauty
Product_39,2024-02-07,20,258.87,5177.4,Bangalore,Electronics
Product_20,2024-06-05,1,73.89,73.89,Chennai,Stationery
Product_6,2024-04-21,10,200.83,2008.3,Chennai,Fashion
Product_36,2024-06-18,6,475.68,2854.08,Mumbai,Beauty
Product_28,2024-04-05,16,253.5,4056.0,Bangalore,Groceries
Product_31,2024-06-10,5,238.45,1192.25,Delhi,Fashion
Product_1,2024-06-19,16,363.5,5816.0,Hyderabad,Beauty
Product_45,2024-04-19,15,472.51,7087.65,Mumbai,Stationery
Product_10,2024-03-29,2,284.73,569.46,Mumbai,Fashion
Product_13,2024-01-12,6,338.85,2033.1,Delhi,Electronics
Product_46,2024-04-14,9,328.33,2954.97,Chennai,Stationery
Product_38,2024-05-10,11,198.95,2188.45,Delhi,Beauty
Product_35,2024-06-12,4,496.73,1986.92,Delhi,Groceries
Product_32,2024-05-18,1,221.82,221.82,Bangalore,Fashion
Product_13,2024-05-07,20,312.28,6245.6,Bangalore,Groceries
Product_16,2024-03-02,10,392.57,3925.7,Delhi,Groceries
Product_28,2024-03-19,2,194.33,388.66,Hyderabad,Beauty
Product_34,2024-02-04,9,134.67,1212.03,Mumbai,Stationery
Product_30,2024-01-07,5,448.6,2243.0,Delhi,Groceries
Product_32,2024-02-21,7,281.13,1967.91,Delhi,Stationery
Product_49,2024-04-15,19,157.06,2984.14,Bangalore,Fashion
Product_13,2024-04-26,14,204.55,2863.7,Delhi,Electronics
Product_45,2024-05-24,3,361.4,1084.2,Chennai,Beauty
Product_38,2024-06-26,17,147.33,2504.61,Bangalore,Electronics
Product_30,2024-04-27,16,487.73,7803.68,Hyderabad,Stationery
Product_19,2024-01-26,13,253.62,3297.06,Bangalore,Groceries
Product_4,2024-05-04,20,102.88,2057.6,Mumbai,Groceries
Product_22,2024-06-12,2,148.64,297.28,Hyderabad,Fashion
Product_49,2024-03-29,1,415.05,415.05,Hyderabad,Fashion
Product_32,2024-06-02,13,444.76,5781.88,Hyderabad,Fashion
Product_35,2024-06-06,5,431.82,2159.1,Bangalore,Electronics
Product_33,2024-04-23,20,259.96,5199.2,Hyderabad,Stationery
Product_13,2024-03-27,13,408.95,5316.35,Mumbai,Groceries
Product_13,2024-06-02,20,66.5,1330.0,Hyderabad,Electronics
Product_26,2024-02-14,5,182.29,911.45,Hyderabad,Electronics
Product_25,2024-05-25,20,245.2,4904.0,Mumbai,Beauty
Product_40,2024-05-16,14,253.85,3553.9,Delhi,Groceries
Product_8,2024-06-19,4,257.03,1028.12,Chennai,Electronics
Product_4,2024-02-06,8,418.97,3351.76,Delhi,Stationery
Product_13,2024-06-25,7,480.35,3362.45,Mumbai,Groceries
Product_38,2024-01-10,16,494.44,7911.04,Bangalore,Electronics
Product_19,2024-06-03,4,363.99,1455.96,Hyderabad,Fashion
Product_48,2024-06-27,18,222.96,4013.28,Delhi,Groceries
Product_16,2024-04-09,18,140.74,2533.32,Mumbai,Beauty
Product_1,2024-04-06,13,396.64,5156.32,Bangalore,Electronics
Product_44,2024-06-19,15,118.98,1784.7,Delhi,Groceries
Product_22,2024-03-16,20,55.11,1102.2,Mumbai,Beauty
Product_9,2024-01-06,18,380.32,6845.76,Hyderabad,Fashion
Product_25,2024-05-06,5,240.07,1200.35,Chennai,Electronics
Product_34,2024-05-10,19,228.71,4345.49,Mumbai,Groceries
Product_2,2024-06-24,7,377.82,2644.74,Mumbai,Groceries
Product_21,2024-03-05,9,318.1,2862.9,Mumbai,Stationery
Product_6,2024-05-14,20,302.34,6046.8,Delhi,Fashion
Product_43,2024-06-13,16,257.67,4122.72,Hyderabad,Electronics
Product_42,2024-02-22,20,209.81,4196.2,Hyderabad,Groceries
Product_14,2024-02-26,5,476.13,2380.65,Bangalore,Fashion
Product_35,2024-02-21,16,185.0,2960.0,Delhi,Stationery
Product_19,2024-06-19,6,132.86,797.16,Delhi,Beauty
Product_27,2024-02-17,15,346.6,5199.0,Mumbai,Electronics
Product_25,2024-01-31,8,226.8,1814.4,Hyderabad,Beauty
Product_30,2024-06-26,5,96.94,484.7,Chennai,Fashion
Product_49,2024-04-14,9,307.76,2769.84,Hyderabad,Beauty
Product_50,2024-02-28,7,307.1,2149.7,Bangalore,Beauty
Product_17,2024-04-18,2,495.08,990.16,Mumbai,Stationery
Product_43,2024-01-05,17,485.2,8248.4,Delhi,Electronics
Product_26,2024-03-29,13,107.58,1398.54,Bangalore,Electronics
Product_50,2024-03-17,11,98.81,1086.91,Delhi,Beauty
Product_25,2024-05-16,17,64.75,1100.75,Hyderabad,Fashion
Product_15,2024-01-04,12,481.12,5773.44,Mumbai,Stationery
Product_50,2024-03-09,16,361.85,5789.6,Chennai,Beauty
Product_29,2024-03-09,7,141.62,991.34,Chennai,Beauty
Product_40,2024-02-15,14,412.56,5775.84,Mumbai,Fashion
Product_8,2024-04-06,10,478.62,4786.2,Mumbai,Electronics
Product_1,2024-04-04,11,109.82,1208.02,Chennai,Groceries
Product_19,2024-06-07,12,242.3,2907.6,Delhi,Fashion
Product_31,2024-04-10,15,107.86,1617.9,Chennai,Fashion
Product_23,2024-06-12,14,475.19,6652.66,Hyderabad,Fashion
Product_10,2024-01-01,14,406.58,5692.12,Delhi,Fashion
Product_47,2024-01-12,17,286.85,4876.45,Delhi,Groceries
Product_29,2024-05-25,19,275.27,5230.13,Delhi,Fashion
Product_38,2024-02-04,3,107.4,322.2,Chennai,Electronics
Product_20,2024-05-08,10,470.28,4702.8,Mumbai,Electronics
Product_17,2024-03-08,19,499.79,9496.01,Hyderabad,Beauty
Product_34,2024-01-05,8,497.59,3980.72,Hyderabad,Stationery
Product_44,2024-06-12,9,330.82,2977.38,Mumbai,Fashion
Product_6,2024-03-12,17,151.42,2574.14,Mumbai,Beauty
Product_5,2024-01-06,11,347.45,3821.95,Hyderabad,Stationery
Product_18,2024-05-13,15,117.51,1762.65,Mumbai,Beauty
Product_44,2024-03-14,16,397.54,6360.64,Mumbai,Fashion
Product_17,2024-05-11,17,291.8,4960.6,Delhi,Beauty
Product_9,2024-03-24,13,263.36,3423.68,Delhi,Groceries
Product_3,2024-03-18,19,292.54,5558.26,Delhi,Beauty
Product_39,2024-01-20,7,262.81,1839.67,Hyderabad,Electronics
Product_50,2024-03-25,5,428.57,2142.85,Delhi,Beauty
Product_5,2024-05-10,10,320.84,3208.4,Delhi,Fashion
Product_37,2024-03-01,6,496.43,2978.58,Chennai,Electronics
Product_37,2024-05-05,4,72.13,288.52,Chennai,Fashion
Product_33,2024-01-27,4,408.7,1634.8,Delhi,Stationery
Product_8,2024-06-22,6,416.13,2496.78,Mumbai,Electronics
Product_5,2024-05-18,11,424.31,4667.41,Bangalore,Stationery
Product_33,2024-03-26,11,224.62,2470.82,Bangalore,Stationery
Product_43,2024-06-29,13,347.3,4514.9,Hyderabad,Stationery
Product_3,2024-03-20,12,385.98,4631.76,Mumbai,Beauty
Product_5,2024-05-09,18,218.48,3932.64,Chennai,Groceries
Product_38,2024-06-05,11,91.82,1010.02,Hyderabad,Groceries
Product_15,2024-05-27,1,433.69,433.69,Delhi,Beauty
Product_21,2024-05-17,3,443.82,1331.46,Hyderabad,Electronics
Product_28,2024-05-18,20,315.92,6318.4,Mumbai,Stationery
Product_10,2024-04-18,13,88.07,1144.91,Chennai,Fashion
Product_50,2024-04-13,1,440.84,440.84,Bangalore,Electronics
Product_24,2024-04-01,16,423.1,6769.6,Mumbai,Fashion
Product_16,2024-04-13,10,342.07,3420.7,Delhi,Groceries
Product_16,2024-03-25,6,98.29,589.74,Mumbai,Beauty
Product_22,2024-06-15,1,353.22,353.22,Delhi,Beauty
Product_28,2024-01-05,18,448.13,8066.34,Bangalore,Fashion
Product_7,2024-03-18,14,471.04,6594.56,Chennai,Stationery
Product_28,2024-05-16,3,68.41,205.23,Hyderabad,Electronics
Product_32,2024-01-26,20,377.48,7549.6,Delhi,Electronics
Product_36,2024-02-03,17,220.42,3747.14,Mumbai,Groceries
Product_18,2024-01-10,10,487.38,4873.8,Hyderabad,Electronics
Product_11,2024-05-13,3,249.47,748.41,Mumbai,Groceries
Product_44,2024-02-15,9,175.03,1575.27,Mumbai,Fashion
Product_32,2024-04-01,8,447.94,3583.52,Chennai,Stationery
Product_5,2024-02-23,9,319.92,2879.28,Chennai,Stationery
Product_33,2024-06-25,11,102.56,1128.16,Chennai,Fashion
Product_37,2024-02-23,8,401.74,3213.92,Hyderabad,Fashion
Product_4,2024-02-04,19,200.18,3803.42,Mumbai,Beauty
Product_46,2024-02-06,20,93.79,1875.8,Bangalore,Electronics
Product_42,2024-03-04,7,378.9,2652.3,Delhi,Stationery
Product_34,2024-01-14,4,313.52,1254.08,Chennai,Fashion
Product_49,2024-05-04,4,195.35,781.4,Bangalore,Stationery
Product_30,2024-03-01,9,286.97,2582.73,Mumbai,Electronics
Product_17,2024-03-22,2,69.97,139.94,Delhi,Stationery
Product_37,2024-02-11,8,367.87,2942.96,Hyderabad,Beauty
Product_27,2024-01-19,2,123.55,247.1,Delhi,Electronics
Product_50,2024-01-08,20,220.55,4411.0,Bangalore,Beauty
Product_36,2024-01-29,15,482.23,7233.45,Delhi,Beauty
Product_26,2024-04-30,10,471.26,4712.6,Bangalore,Stationery
Product_10,2024-01-17,10,231.25,2312.5,Hyderabad,Stationery
Product_30,2024-05-31,15,218.54,3278.1,Chennai,Beauty
Product_41,2024-01-19,12,210.12,2521.44,Hyderabad,Fashion
Product_39,2024-05-14,4,486.61,1946.44,Bangalore,Electronics
Product_17,2024-02-18,8,460.29,3682.32,Delhi,Electronics
Product_15,2024-03-16,9,482.52,4342.68,Hyderabad,Stationery
Product_34,2024-02-05,8,154.34,1234.72,Mumbai,Fashion
Product_26,2024-05-21,9,162.88,1465.92,Chennai,Beauty
Product_1,2024-01-06,1,387.45,387.45,Chennai,Fashion
Product_45,2024-04-26,7,234.5,1641.5,Hyderabad,Fashion
Product_18,2024-03-14,19,481.34,9145.46,Hyderabad,Fashion
Product_41,2024-02-01,14,135.05,1890.7,Delhi,Groceries
Product_11,2024-06-12,8,173.27,1386.16,Delhi,Fashion
Product_48,2024-03-15,13,115.54,1502.02,Bangalore,Fashion
Product_49,2024-04-29,2,182.28,364.56,Delhi,Fashion
Product_1,2024-03-27,3,410.13,1230.39,Mumbai,Fashion
Product_22,2024-03-26,16,353.03,5648.48,Hyderabad,Stationery
Product_28,2024-06-12,5,143.15,715.75,Hyderabad,Groceries
Product_36,2024-05-17,9,343.67,3093.03,Chennai,Stationery
Product_35,2024-04-02,3,457.46,1372.38,Bangalore,Beauty
Product_31,2024-05-18,6,385.96,2315.76,Mumbai,Fashion
Product_28,2024-06-23,16,432.69,6923.04,Chennai,Electronics
Product_7,2024-01-17,6,492.83,2956.98,Mumbai,Fashion
Product_10,2024-01-19,1,180.03,180.03,Delhi,Electronics
Product_19,2024-01-17,17,161.37,2743.29,Delhi,Beauty
Product_11,2024-06-18,20,127.19,2543.8,Bangalore,Fashion
Product_2,2024-01-27,12,101.68,1220.16,Bangalore,Electronics
Product_31,2024-03-22,16,128.26,2052.16,Delhi,Beauty
Product_35,2024-04-24,17,433.62,7371.54,Mumbai,Beauty
Product_17,2024-06-12,20,146.07,2921.4,Mumbai,Beauty
Product_35,2024-01-15,4,371.59,1486.36,Delhi,Groceries
Product_49,2024-03-05,1,117.69,117.69,Chennai,Beauty
Product_43,2024-02-05,4,353.6,1414.4,Hyderabad,Groceries
Product_40,2024-06-07,13,486.67,6326.71,Hyderabad,Beauty
Product_28,2024-01-26,13,315.64,4103.32,Bangalore,Electronics
